Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Profile Lİnk
.Songok.,@LewisSongok,,,1.0,,,,,"@KenyaPower_Care  @KenyaPower  @EPRA_Ke @EnergyMinK EMERGENCY! Mtr No. 14105632047 - A FAULTY TRANSFORMER HAD BLOWN YESTERDAY NIGHT IN IMARA DAIMA NEAR KETRY APARTMENTS, BUT THE ISSUE HAS NOT YET BEEN RESOLVED!!! 24 HOURS LATER WE ARE STILL IN DARKNESS !!!  WHAT IS GOING ON KPLC",Jun 12,,,,,
Francis Onyango,@FOnyango_,,,,2.0,,,,"@KenyaPower_Care it has been six months since a transformer stopped working. We have received promises but nothing has been done to restore electricity in the area. Does it bother you that some places are in dark despite infrastructure being in place? What does it take to ..
1/2",Jun 12,,,,,
L-afric,@l_afric,,1.0,1.0,1.0,,,,"Na kwani you guys charge kureplace sijui fuse ya transformer,it has been 4 days now.",Jun 12,,,,,
Kim Karanja,@JKimKaranja,,,,1.0,,,,"37155482088
No lights.
Kindly assist
Transformer 100mtrs from Rainbow Resort keeps causing Power Outage every single day
It's totally overloaded",Jun 12,,,,,
Barrack Juma,@BarrackJuma94,,,,,,,,"The transformer at Odao primary school, Nango center in Bondo constituency has had issues of the years...it's less than a week since it was brought back after servicing it and we're again back in blackout, could you send a team today to check it out",Jun 12,,,,,
Common Mwananchi,@abysspilgrim,,,,3.0,,,,"@KenyaPower_Care are you sending the update code to the token meter owner or to the person who pays the bill using it, because you're going to have a lot of confusion otherwise",June 12,,,,,
Limo,@boaz_leonard,,,,2.0,,,,"@KenyaPower_Care please fix my connection. I'm in the dark despite paying my monthly bill
Account number: 21974664
Transaction ID: SFB76LHBEN 
Amount: 6,000",June 11,,,,,
Limo,@boaz_leonard,,,,1.0,,,,"@KenyaPower_Care yawa. I'm in the dark despite paying my bill. Kindly sort my issue out,account number 21974664 immediately.",June 11,,,,,
abo mustapha obama,@ObamaAbo,,,,3.0,,,,"@KenyaPower_Care ,Hi,I have not received my bill as I usually do and if I don't pay on time,you disconnect my power.What's going on Sir/Madam",June 11,,,,,
Alice,@Alice23039663,,,,3.0,,,,"@KenyaPower_Care Kindly assist. My current bill is too high. Account number 24436337. I was told to send pictures of the meters to a WhatsApp number, but there has been no action. Thanks",June 11,,,,,
miss malaika,@CathyBarbz,,,,3.0,,,,@KenyaPower_Care Kindly check on my account 37705969 every time you have to do estimates for our bill we just got a 12000 lumpsome bill estimate in the village.! And mind you we have been paying monthly as well,June 11,,,,,
VONNEY,@vonney_monarch,,,,,,,,@KenyaPower_Care @KenyaPower  how can i get a utility bill from you guys?,June 11,,,,,
Mureithi Gicho,@MureithiGicho1,,,,5.0,,,,@KenyaPower_Care I have been trying to pay my electricity bill via the paybill 888888 and it's not going through..solve this please,June 11,,,,,
VONNEY,@vonney_monarch,,,,1.0,,,,@KenyaPower_Care how can i get a utility bill?,June 11,,,,,
dvgg,@duggsastona,,,,2.0,,,,@KenyaPower_Care payment of electricity bill paid to a wrong account number(60534278) instead of (060534278). The helpline number is not responding.,June 10,,,,,
Cade,@cadeweli577,,,,1.0,,,,@KenyaPower_Care I paid my postpaid bill and I didn’t get the electricity back. I need assistance please,June 10,,,,,
Mejja sylvester,@MejjaSylvester,,,,,,,,"Hi, kindly the Transformer at Maturu Secondary School mulfunctioned that serves both the three schools, the dispensary and the whole community. It's now a week without power. Kindly replace it.",Jun 9,,,,,
Waweru,@waweru2kam,,,,1.0,,,,"@KenyaPower_Care
Evening, sparks at the Transformer in Thome Lowland rd between Ruaraka academy and Marurui.",Jun 9,,,,,
kennedy osewe,@kennedy_os58289,,,,,,,,There's this transformer which is supposed to be serving both Kanyang'oro Pri and Sec schools and its environs in East Kano - Wawidhi B ward Nyando Sub County and it has taken more than 5 months now without power in the area despite numerous complaints. Really?,Jun 9,,,,,
Charles Stephen™,@charlessteve89,,,,1.0,,,,@KenyaPower_Care You're really messing us up . Give us an alternative to the transformer you removed. Our businesses are going through losses.,Jun 9,,,,,
Purrymaina,@purrymaina76726,,,,1.0,,,,Maseno Kuna place transformer ilichomeka it has been a month plus and still nothing is done,Jun 9,,,,,
Winnie George,@cakevalleyke,,,1.0,1.0,,,,54405309821 Sasa a whole village without electricity for 3days. your people want to be brided to install a transformer. what's happening?,Jun 9,,,,,
Joseph Mwaura,@jmkaranja2,,,,,,,,"@KenyaPower_Care a transformer got faulty on Friday, kiambu town next to the governor's office.
This is the third day in darkness for the entire area
All our food in the fridge will be trashed. Losses for businesses. When will you sort this?",Jun 9,,,,,
Jackson Onyango,@JacksonOnyangoJ,,,,,,,,You have refused to restore power in pumwani high rise especially for those who have been paying there bills,June 9,,,,,
Namesake,@_pinpop_,,,,1.0,,,,@KenyaPower_Care You guys am still waiting for my tokens bana mnakawia sana joh kwani mnatumia technologies za tene ju I thought ukilipa pay bill you get your tokens instant ama namna gani nyie? Worst customer service I have experienced today.,June 9,,,,,
Masili_One,@Masili_0ne,,,,,,,,"@KenyaPower_Care 
@KenyaPower_Care 
Is it going to take ages to connect me #37194121879, near Kyandili secondary school where the blow up transformer was replaced, MD kenya power reply.",Jun 8,,,,,
Masili_One,@Masili_0ne,,,,,,,,"@KenyaPower_Care 
Is it going to take ages to connect me #37194121879, near Kyandili secondary school where the transformer was MD kenya power reply.",Jun 8,,,,,
Moses Omai,@MosesOmai,,,,,,,,@KenyaPower_Care @KenyaPower_Care come for your transformer at this coordinate See my real-time location on Maps: https://maps.app.goo.gl/pSBC1d7GuUS43SbV9…. It blew 3 days ago and there's no sign of it being replaced.,Jun 8,,,,,
Msneno Mingi,@MsnenoM,,,,1.0,,,,"Kenya power, transformer was taken from Omuonyole market, Katito, Kisumu county. This is the seventh month. Schools, hospitals, etc. we are doing projects in that area and the situation is bad. Anyone to take up this matter?",Jun 8,,,,,
Nginda,@ngindahiram,,,,2.0,,,,@KenyaPower_Care transformer has been out for 12 weeks . This is unacceptable. Why is this happening?@KenyaPower,Jun 8,,,,,
Geoffrey Otieno,@Ondhiro,,,,2.0,,,,"The transformer at nyalenda secondary school broke down one month ago.
How long will it take to replace it?",Jun 8,,,,,
Judz,@JuddyOranj,,,,1.0,,,,The transformer in an area called KEMCO in turbo uasin gishu county had a problem residents have not had power for over a week,Jun 8,,,,,
Errands by Wanjiru/call /Whatsapp 0100423131,@kariukikat56996,,,,1.0,,,,"@KenyaPower_Care  kindly we need electricity back , something is up with your transformer,look into it, Tangu jana hatuna stima, @Hakika Bombolulu",Jun 8,,,,,
Mogaka Monari,@MonariMogaka,,,,,,,,Great danger at Amabuko. Transformer almost down,Jun 8,,,,,
Mogaka Monari,@MonariMogaka,,,,,,,,"Emergency at amabuko sublocaton  transformer is almost down, kindly assist asap.",Jun 8,,,,,
Liam Dean,@dean_waden,,,,2.0,,,,"@KenyaPower_Care
 bought token with 500 ksh yesterday 6pm and up to now I haven't received them. Yet the Mpesa already deducted the money from my account. Kindly solve this issue I used pay bill 888880. Account number is 92106993238.",June 8,,,,,
Liam Dean,@dean_waden,,,,10.0,,,,@KenyaPower_Care bought token with 500 ksh yesterday 6pm and up to now I haven't received them. Yet the Mpesa already deducted the money from my account. Kindly solve this issue I used pay bill 888880. Account number is 92106993238.,June 8,,,,,
Nana,@NanaOuko,,,,2.0,,,,"@KenyaPower_Care  my meter was misread
My account number is 24436329. Kindly check  DM for my current reading and reading that was used to bill",June 8,,,,,
reggie,@ettyangregina,,,,2.0,,,,"One month down the line no power restored  then you have the courage to send us a bill. Surely which meter did you use to get the readings? One month no power? Please don't give me another reference number. If there's nothing you can do, just tell us.",June 8,,,,,
reggie,@ettyangregina,,,,,,,,"When will this be addressed because its over a month now,  yet you are sending us a bill. What usage are you billing?",June 8,,,,,
TA,@Avieart7,,,,1.0,,,,@KenyaPower_Care i want to know my bill since you guys don't come for meter reading anymore account number 15094493,June 7,,,,,
ObareDongo,@ErickOoko,,1.0,,1.0,,,,"@KenyaPower_Care
Kindly explain to me the number of units I consumed for the outstanding bill between 18/05/2024 and 22/25/2024 for which you want to disconnect my power supply.",June 7,,,,,
INCOMING MCA,@francisWabwire5,,,,1.0,,,,"Hello I'm trying to recharge my token via my mpesa but you are responding that the format is not correct,what do I do? because I'm using pay bill 888880 then my meter number but the respond still the same,what do I do?",June 7,,,,,
ObareDongo,@ErickOoko,,1.0,1.0,3.0,,,,@KenyaPower_Care  Kindly explain to me the number of units I consumed for the outstanding bill for which you want to disconnect my power supply.,June 7,,,,,
Jt.,@Jethro23245938,,,,,,,,"@KenyaPower_Care about 4months ago, a power surge blew up my desktop.. literally.  I wrote a letter to and dropped it in your Mumias office.  Mpaka leo no response? Nataka computer yangu n the cost of replacing those lights. With the enthusiasm you disconnect wakati bill...",June 6,,,,,
BoyGenius,@boygeniusuni,,,,,,,,"@KenyaPower_Care kindly assist my bill for meter no. 37373396 is all of a sudden very high. I have had a normal bill between 400-800.
I had an overpayment of 578KES. last month now bill is 15,000+ for a month. @KenyaPower",June 6,,,,,
deborah,@Debsrugi,,,,,,,,@KenyaPower_Care This complain goes to Kenya power offices in Ngong. This is soo shameful of you people to disconnect power in our plot for all occupants without caring and considering who has paid or not. I have paid my bill on time and in full amount. Meter no 25026947,June 6,,,,,
Amelia Omollo,@OmolloAmel88326,,,,,,,,@KenyaPower_Care @KenyaPower I have a question. Why would your technicians disconnect power from the electricity pole and there’s no pending bill or arrears! So a whole evening without power in Umoja innercore. Please help,June 6,,,,,
Aggrey Alwala,@AlwalaAggrey,,,,1.0,,,,@KenyaPower_Care @KenyaPower @EnergyMinK @EPRA_Ke it's now 4pm since 9am without power and not in the list of those who will be affected here in ebusiratsi vihiga. today those who depend on power to earn a living have nothing to smile about and yet you are waiting for bills,June 6,,,,,
B A Y A,@Baya_Michael_,,,,,,,,@KenyaPower_Care I don't have power at Syokimau and I've paid my bills. Can't work without power. Please fix this.,June 6,,,,,
No one,@Bill_mkenya,,,,1.0,,,,@KenyaPower_Care 37193220201 hakuna stima since 8pm. Marurui near catholic church. Kindly do something about it.,June 5,,,,,
Murimi Ireri,@MurimiIreri1,,,,1.0,,,,@KenyaPower_Care  I've been trying to pay my bill that is due tomorrow but it declines saying the transaction cannot be completed at this time.Please advice on what to do,June 5,,,,,
alinory KWENA,@alinory_KWENA,,,,1.0,,,,"@KenyaPower_Care @KenyaPower,

How much is the bill for meter number 24311144?

Thanks",June 5,,,,,
Liza,@thecomicslady,,,1.0,1.0,,,,"I have received a bill of 380k, yet in March I had a negative bill.. I raised my complaint on my meter box but was not assisted since last year. Self reading was not working and the technicians have not come to read meter for months. I stay alone. How is the bill justified?",June 5,,,,,
ROBERT MWANIKI,@mwanikir86,,,,,,,,"@KenyaPower_Care We are on blackout at kwa Ben near kimende since Friday,  your officials went away with 3 area transformers kindly assist or give us hope on the issue
@ kenyapower
@KenyaPower 
@KenyaPower_Care 
@kpl",Jun 4,,,,,
RIKU Riku,@murigi01,,1.0,,1.0,,,,"@KenyaPower_Care @KENYAPARLIAMENT @WilliamsRuto
@NationAfrica
@C_NyaKundiH
@SakajaJohnson
@StandardKenya
Is there a surbotage at @KenyaPower_Care.
How w'd a whole place like Githurai 45 not hv powder for 2wks cos of a failed transformer. I hear this is replicated even at juja.",Jun 4,,,,,
mickal Otieno,@MickalAte,,,,,,,,@KenyaPower_Care Do you sell transformers!,Jun 4,,,,,
Philemon Wandera,@pkwandera1,,,1.0,2.0,,,,"Hey Kenya Power, here at Makongeni Secondary School have had no power for now over 6 weeks. The school serves close to 1000 students. Many processes are at a stand still.  Kindly come and work on this transformer.",Jun 4,,,,,
Werû wa Ndegwa,@wathika_junior,,,,,,,,@KenyaPower_Care how to report transformer issues?,Jun 4,,,,,
Matutu,@saina_matutu,,,1.0,1.0,,,,"As I said the transformer is leaking oil,it's along kingdom hall at Ongata Rongai",Jun 4,,,,,
Ice Mclean,@ice_mclean,,,,,,,,"@KenyaPower_Care Mwangaza wa kenya has kept us in darkness for a very long time. Transformer was taken by your people since 14th April 2024 to date nothing has been done to restore power. Can we atleast know our fate
Meter no.14170136809. Kwaheri  road.. Near Regis School Runda.",Jun 4,,,,,
Oscar wambete,@Oscarwambete1,,,,1.0,,,,"@KenyaPower_Care it's been a month now and we are in blackout mumias at Bulanda primary school, secondary school and it's environs. we were made to understand that the transformer had issues and this has not been fixed, our complaints have not bore any fruit, please do something.",Jun 4,,,,,
Gerald Muendo,@MuendoGerald,,,,,,,,@KenyaPower_Care your bills are no longer updating or the app has an issue.Respond to my DM,June 4,,,,,
Gerald Muendo,@MuendoGerald,,,,1.0,,,,@KenyaPower_Care Bills no longer updating.I did a DM no response,June 4,,,,,
Denton Baron,@denton_baron,,,,,,,,Also solve this issue of *977# if you want to check your bill it's not bringing anything taking forever,June 4,,,,,
No one,@Bill_mkenya,,,,2.0,,,,"@KenyaPower_Care No electricity  in marurui area acct no. 37151734391 near marurui health centre. Ssup?

The usual line faulty again?",June 4,,,,,
Matutu,@saina_matutu,,,,1.0,,,,"@KenyaPower_Care ,There is an impending disaster awaiting to happen at Ongata Rongai,along kingdom hall,there is a transformer leaking oil.Last month,the same transformer fell to the ground and almost caused a major disaster,the earlier the better!",Jun 3,,,,,
kwagira muthee kiengei,@Stephen16909694,,,,2.0,,,,"Don't you have a back up transformer,  as we wait  for it to be repaired",Jun 3,,,,,
Kennedy,@Kentika254,,,,,,,,"@KenyaPower_Care just got word from your office that the transformer for kasarani was repaired, so why are we still in darkness, we work remotely so just about to lose the job seriously",Jun 3,,,,,
Kennedy,@Kentika254,,,,,,,,"@KenyaPower_Care whats happening, you took our transformer for maintenance for a week now no power kasarani seasons neema avenue account:30633984",Jun 3,,,,,
JOSEPHAT SAMBULA,@jonamasaka,,,,,,,,Sokomoko transformer was taken 3 years ago and no replacement upto http://date.It is in Uasin Gishu  near milimani primary school.Even on the same the powerline has been dormant for over 6 years.,Jun 3,,,,,
Mary Njoroge,@Maryiana96,,,,2.0,,,,When are you guys fixing our transformer kasarani seasons neema avenue????,Jun 3,,,,,
